352,6-8月,3-5天,10000以上,朋友,黄龙/若尔盖/九寨沟/川主寺/金珠林卡度假酒店/《藏谜》/树正沟/日则沟/原始森林/天鹅海/芳草海/箭竹海/熊猫海/熊猫海瀑布/五花海/珍珠滩/珍珠滩瀑布/镜海/上、下季节海/长海/五彩池/老虎海/树正瀑布/树正群海/卧龙海/火花海/雪宝鼎/黄龙寺/清真寺
353,6-8月,3-5天,10000以上,父母,成都/若尔盖/九寨沟/川主寺/金珠林卡度假酒店/《藏谜》/树正沟/日则沟/原始森林/天鹅海/芳草海/箭竹海/熊猫海/熊猫海瀑布/五花海/珍珠滩/珍珠滩瀑布/镜海/上、下季节海/长海/五彩池/老虎海/树正瀑布/树正群海/卧龙海/火花海/雪宝鼎/黄龙寺
354,6-8月,3-5天,10000以上,父母,成都/若尔盖/九寨沟/广州/川主寺/金珠林卡度假酒店/《藏谜》/树正沟/日则沟/原始森林/天鹅海/芳草海/箭竹海/熊猫海/熊猫海瀑布/五花海/珍珠滩/珍珠滩瀑布/镜海/上、下季节海/长海/五彩池/老虎海/树正瀑布/树正群海/卧龙海/火花海/雪宝鼎/黄龙寺
355,6-8月,1-2天,1000以内,情侣/夫妻,上海植物园
356,其他,1-2天,1000-5000,朋友,上海/外滩/苏州河
357,6-8月,1-2天,1000以内,情侣/夫妻,松江/上海/欢乐谷/佘山国家森林公园/上海影视乐园/外白渡桥/苏州河
358,6-8月,3-5天,1000-5000,朋友,上海/淮海路/新天地/外滩/吴江路/静安寺/瑞金洲际酒店/人民广场
359,9-11月,6-8天,1000-5000,独行,小桥流水人家/上海/苏州/杭州/西塘/武康路/巴金故居/田子坊/豫园/外滩/缥缈峰/拙政园/狮子林/苏州博物馆/观前街/盘门/西湖/雷峰塔/白堤/苏堤/柳浪闻莺/钱塘江/九溪烟树/人民广场
360,6-8月,3-5天,1000-5000,朋友,上海/外滩/人民公园/东方明珠/滨江大道/豫园/外白渡桥/人民广场/南京路步行街/新天地/田子坊/复旦大学/中华艺术宫/武康路/武康大楼/上海图书馆
361,6-8月,1-2天,1000以内,独行,上海/崇明/长兴岛
362,12-2月,3-5天,10000以上,情侣/夫妻,会场到外滩/乌镇一日游/上海城隍庙
363,6-8月,1-2天,1000以内,朋友,东平国家森林公园/东平国家森林公园/崇明东滩自然保护区/崇明东滩自然保护区
364,6-8月,1-2天,1000以内,朋友,上海/松江/上海兰笋山庄/桃花源客栈/嘉定宾馆/上海玛雅海滩水公园/佘山国家旅游度假区/欢乐谷
365,6-8月,1-2天,1000以内,朋友,欢乐谷/上海玛雅海滩水公园/上海/佘山国家旅游度假区/热带风暴/碧海金沙/卢浦大桥/金山城市沙滩/锦江乐园/三甲港海滨乐园
366,6-8月,1-2天,10000以上,独行,上海浦西洲际酒店/新天地/上海
367,6-8月,1-2天,1000以内,朋友,上海书城/上海外滩华尔道夫酒店
368,9-11月,1-2天,1000以内,朋友,华山路/淮海路/上海/淮海公园
369,3-5月,9-14天,10000以上,情侣/夫妻,上海外环S20/浦东机场免税店/夏威夷群岛上空/檀香山机场/珍珠港/卡美哈美哈国王铜像/Doubletree Alana Hotel Waikiki(逸林阿拉纳威基.../威基基海滩/国王大道/ATLANTIS SEAFOOD&amp;STEAK/The Cheesecake Factory/DoubleTree北面国王大道公交车站/2路公交车/钻石头山山脚下2路车终点站/钻石头山沿途/钻石头山/FOOD PANTRY/Doubletree Alana Hotel Waikiki(逸林阿拉纳威基.../威基基海滩/大岛/普纳鲁吾黑沙海滩/彩虹瀑布/某夏威夷果工厂/州立熔岩树公园/夏威夷火山国家公园/国王商城/Courtyard King Kamehamehas Kona Beach Hotel(.../Courtyard King Kamehamehas Kona Beach Hotel(.../Hilton Waikoloa Village(夏威夷希尔顿唯客乐度假.../卡美哈美哈国王铜像/pololu了望\u200e谷/Puukohola Heiau National Historical Site/Bite Me Fish Market Bar and Grill\u200e/ Kaloko-Honokohau\u200e/某咖啡豆工厂/Pu&#39;uhonua o Honaunau National Historical Park\u200e/国王商城/Alii Dr Hualalai RD/Courtyard King Kamehamehas Kona Beach Hotel(.../Alii Dr Hualalai RD/Kona International Airport/Honolulu International Airport/Hilton Hawaiian Village(希尔顿夏威夷度假村)/丸亀挚麵/Kalakaua Ave
370,6-8月,3-5天,5000-10000,情侣/夫妻,上海虹桥机场/香港如心铜锣湾海景酒店(L’hotel Causeway Bay H.../山顶缆车/太平山顶/山顶广场/狮子亭/香港杜莎夫人蜡像馆/凌霄阁/御名轩/香港迪士尼乐园/香港时代广场/昂坪360缆车/大屿山/昂坪广场/天坛大佛/翠华餐厅（东涌富东店）/置地广场/南丫岛/洪圣爷海滩/建兴亚婆豆腐花/金紫荆广场/香港会议展览中心/维多利亚港/龙城大药房/华姐清汤腩（天后店）/海洋公园/珍妮曲奇（尖沙咀店）/价真栈(洗衣街店)/庙街夜市/浅水湾/添好运点心专门店(北角店)
371,6-8月,3-5天,1000-5000,情侣/夫妻,上海/上海博物馆/田子坊/豫园/外滩/东方明珠
372,6-8月,1-2天,1000以内,朋友,上海
373,6-8月,1-2天,5000-10000,朋友,M50创意园
374,6-8月,1-2天,1000以内,朋友,上海
375,其他,6-8天,1000-5000,独行,上海/苏州河/外白渡桥/人民广场/沐恩堂/外滩/和平饭店/上海邮政博物馆
376,9-11月,1-2天,1000以内,朋友,外滩/上海自然博物馆/静安雕塑公园/上海
377,其他,3-5天,5000-10000,独行,上海/巨鹿花园/静安寺
378,3-5月,9-14天,10000以上,情侣/夫妻,上海/吉隆坡/暹粒/吴哥窟/岘港/胡志明市/马来西亚/柬埔寨/越南/会安/阿罗街/武吉免登/唐人街/小印度/国家博物馆/蝴蝶园/伊斯兰艺术博物馆/国家清真寺/独立广场/雪兰莪/茨厂街/Mulberry Boutique Hotel/吴哥寺/巴戎寺/女王宫/比粒寺/圣剑寺/老市场/巴肯山
379,6-8月,1-2天,1000以内,朋友,莲池印度餐厅(田子坊店)
380,12-2月,1-2天,1000以内,独行,上海/上海玻璃博物馆/东方明珠
381,6-8月,15天以上,5000-10000,父母,禾绿回转寿司(光启城时尚购物中心店)/禾绿回转寿司/禾绿回转寿司
382,9-11月,15天以上,5000-10000,朋友,上海/杭州/敦煌/格尔木/田子坊/外滩/南京路步行街/船长青年/东方明珠/豫园/上海博物馆/西湖/灵隐寺/西泠印社/钱王祠/西湖博物馆/柳浪闻莺/雷峰塔/北大街/柴达木盆地/西千佛洞/玉门关/汉长城/莫高窟/敦煌博物馆/新龙门客栈/察尔汗盐湖/茶卡盐湖/万丈盐桥/昆仑山口/将军楼公园
383,6-8月,1-2天,1000以内,朋友,御宝轩(益丰•外滩源店)
384,6-8月,6-8天,1000-5000,朋友,上海/翰庭酒店/田子坊/豫园/外滩/上海老街/西塘/石皮弄/杭州/南宋御街/西湖
385,9-11月,1-2天,1000以内,父母,东方明珠
386,9-11月,1-2天,5000-10000,独行,上海/国际会议中心/长风公园/长风海洋世界/世纪公园/上海科技馆/中华艺术宫
387,9-11月,6-8天,1000-5000,朋友,南通/苏州/上海/淮安/济南/同里古镇/观前街/千灯古镇/田子坊/外滩/泰山/威海/同里/静安寺/周公馆/千佛山/泉城广场/五龙潭/解放阁/大连
388,9-11月,3-5天,5000-10000,朋友,东方明珠/上海 田子坊/上海长途汽车总站/西塘风景区/西塘风景区/上海 田子坊
389,其他,1-2天,1000以内,朋友,王家沙点心店（南京西路总店）
390,12-2月,1-2天,1000以内,独行,武康路
391,3-5月,1-2天,1000以内,朋友,上海/甜爱路
392,3-5月,1-2天,1000以内,独行,上海犹太难民纪念馆/tlqjy/gplmt/pjjgd/海平lu/长阳lu/长治lu/墙壁画/hnh/看pd/红fz/q/漂亮的jz
393,其他,1-2天,1000以内,独行,大观园
394,6-8月,1-2天,1000以内,朋友,上海/人民广场
395,其他,9-14天,1000-5000,独行,上海/外滩/上海图书馆/新天地/甜爱路/静安寺/人民公园/人民广场/田子坊
396,3-5月,1-2天,1000以内,朋友,碧海金沙/上海
397,其他,1-2天,1000以内,朋友,塔园/方塔
398,其他,1-2天,1000-5000,独行,1933老场坊/上海/上海博物馆/武康路
399,其他,1-2天,1000以内,朋友,淀山湖风景区
400,其他,1-2天,1000以内,朋友,伊诺咖啡(美兰湖店)
401,3-5月,1-2天,1000以内,朋友,上海/人民广场
402,9-11月,1-2天,1000以内,朋友,四川北路商业街
403,12-2月,1-2天,1000以内,朋友,上海/中国航海博物馆
404,3-5月,3-5天,1000-5000,独行,灵隐寺/黄山风景区/西湖/乌镇/乌镇/外滩
405,6-8月,3-5天,1000-5000,朋友,成都/若尔盖/九寨沟/广州/北京/金珠林卡度假酒店/《藏谜》/树正沟/日则沟/原始森林/天鹅海/芳草海/箭竹海/熊猫海/熊猫海瀑布/五花海/珍珠滩/珍珠滩瀑布/镜海/上、下季节海/长海/五彩池/老虎海/树正瀑布/树正群海/卧龙海/火花海/雪宝鼎/黄龙寺/川主寺
406,3-5月,1-2天,1000以内,朋友,陈云纪念馆/上海
407,9-11月,3-5天,1000-5000,情侣/夫妻,广州花都机场/中华艺术宫/上海外摊/城隍庙旅游区/上海黄浦江游船/上海富豪金丰酒店/上海富豪金丰酒店/留园/苏州/昭明书院/西栅/昭明书舍餐厅/西溪国家湿地公园/杭州宋城景区/杭州紫金港国际饭店/西湖/杭州萧山机场
408,3-5月,6-8天,10000以上,朋友,长春龙嘉机场/厦门那些年客栈/鼓浪屿/厦门大学/中山公园/曾厝垵/厦门火车站/船长青年酒店（上海福州路店）/上海环球购物中心/上海杜莎夫人蜡像馆/外滩/田子坊/城隍庙旅游区/东方明珠
409,9-11月,1-2天,1000-5000,独行,甜爱路/鲁迅公园/上海
410,6-8月,1-2天,1000以内,朋友,Magnet磁石(静安寺店)
411,12-2月,1-2天,1000以内,独行,嘉定区/秋霞圃
412,6-8月,1-2天,1000以内,朋友,上海/中华艺术宫/外滩
413,6-8月,1-2天,1000以内,朋友,田子坊/新天地/杭州
414,6-8月,1-2天,1000以内,情侣/夫妻,静安寺/上海/静安公园/华山路
415,其他,1-2天,1000以内,父母,翠园（静安嘉里店）/上海展览中心/翠园（静安嘉里店）/上海展览中心
416,9-11月,1-2天,1000以内,父母,2014上海国际音乐烟花节/世纪公园
417,6-8月,1-2天,5000-10000,独行,上海中学
418,9-11月,6-8天,1000-5000,情侣/夫妻,上海浦东国际机场/天宁皇朝酒店（Tinain Dynasty Hotel）/Tinian Dynasty Hotel（天宁皇朝酒店）/塔加屋遗址/丘鲁海滩（ChuluBeach）-星沙海滩/原子弹装载地/喷水海岸/日落崖/塔加海滩（Tagabeach）/塞班岛/Mariana Resort & Spa Saipan（塞班玛瑞纳Spa度假村）/参观潜水艇/丛林探险/塞班最高点/万岁崖/日军最后司令部遗址/鸟岛/蓝洞/鳄鱼头海滩/军舰岛/游艇 夕阳晚餐/上海
419,9-11月,15天以上,1000-5000,情侣/夫妻,上海/枫泾古镇/朱家角/东方明珠/外滩/世纪公园/周公馆/无锡/鼋头渚/华西村/蚌埠/张公山公园/漯河/南街村/许慎文化园/上海致丰客栈/金山区/上海千家福旅馆/青浦/99旅馆/锦江乐园/平安桥/大清邮局/北大街/泰安桥/圆津禅院/放生桥/课植园/人民广场/上海环球金融中心观光厅/滨江大道/无锡新世纪大酒店/江阴/太湖仙岛/惠山古镇/吟苑公园/锡惠公园/钱钟书故居/何振梁与奥林匹克陈列馆/无锡博物院/蠡湖中央公园/灵山胜境/徐霞客故居/江阴长江大桥/鹅鼻嘴公园/华西金塔/南禅寺/友谊宾馆（蚌埠火车站店）/汤和墓/漯河军供宾馆
420,9-11月,3-5天,1000-5000,朋友,黄龙/成都/若尔盖/九寨沟/金珠林卡度假酒店/《藏谜》/树正沟/日则沟/原始森林/天鹅海/芳草海/箭竹海/熊猫海/熊猫海瀑布/五花海/珍珠滩/珍珠滩瀑布/镜海/上、下季节海/长海/五彩池/老虎海/树正瀑布/树正群海/卧龙海/火花海/雪宝鼎/黄龙寺/川主寺
421,6-8月,3-5天,1000-5000,父母,若尔盖/九寨沟/青城山/都江堰/成都/武侯祠/杜甫草堂/锦里/宽窄巷子/岷山饭店/地球村/春熙路/新天地/五花海/则查洼沟/日则沟/树正沟/原始森林/箭竹海/芳草海/天鹅海/箭竹海瀑布/珍珠滩瀑布/熊猫海/熊猫海瀑布/珍珠滩/镜海/诺日朗瀑布/长海/五彩池/老虎海/犀牛海/火花海/盆景滩/芦苇海/树正群海/卧龙海/边边街/甘海子/甲蕃古城
422,12-2月,3-5天,1000-5000,情侣/夫妻,无锡/绍兴/上海/灵山大佛/锡惠公园/惠山古镇/南长街/寄畅园/惠山寺/天下第二泉/三国城/沈园/仓桥直街/鲁迅故居/大禹陵/兰亭/东湖/三味书屋/鲁迅纪念馆/咸亨酒店/百草园/秋瑾故居/范文澜故居/王羲之故居/青藤书屋/外滩/吴江路/城隍庙/新天地/田子坊/南京路步行街/东方明珠/和平饭店/豫园
423,6-8月,1-2天,1000以内,情侣/夫妻,朱家角/放生桥
424,12-2月,1-2天,1000以内,情侣/夫妻,上海/九曲桥/上海老街/豫园/老城隍庙/古猗园
425,其他,9-14天,10000以上,独行,洛杉矶国际机场/Sail San Diego/Estancia la jolla/The Lodge at Torrey Pines(托利潘度假酒店)/The Lodge at Torrey Pines(托利潘度假酒店)/中途岛号航空母舰博物馆/Marimar air station/The Lodge at Torrey Pines(托利潘度假酒店)/San diego bay/The Lodge at Torrey Pines(托利潘度假酒店)/Symphony/The Lodge at Torrey Pines(托利潘度假酒店)/Americas Best Value Inn Loma Lodge(Americas.../Americas Best Value Inn Loma Lodge(Americas.../圣地亚哥老城/Americas Best Value Inn Loma Lodge(Americas.../圣地亚哥老城/Alamo rent car/Richmond street/西蒙时尚购物中心/Americas Best Value Inn Loma Lodge(Americas.../圣地亚哥海洋世界/Point Loma Outfitting/圣地亚哥野生动物公园/中途岛号航空母舰博物馆/San diego airport/成田国际机场/上海浦东国际机场/巴比馒头(报春路店)
426,其他,1-2天,1000以内,父母,上海玻璃博物馆
427,6-8月,1-2天,1000以内,朋友,金茂大厦/外滩/上海城隍庙/韩国4D滑稽魔幻艺术馆
428,9-11月,1-2天,10000以上,独行,上海/复旦大学
429,3-5月,6-8天,10000以上,情侣/夫妻,杭州/苏州/上海/西湖/雷峰塔/南宋御街/清河坊街/柳浪闻莺/断桥残雪/中山公园/外滩/外白渡桥/人民广场/小桥流水人家/狮子林/寒山寺/虎丘/山塘街/苏州河/田子坊/思南路/周公馆/新天地/豫园/东方明珠/复旦大学/甜爱路/崇明岛/周庄
430,3-5月,1-2天,1000以内,独行,上海玻璃博物馆/上海
431,3-5月,1-2天,1000以内,朋友,上海/孙中山故居纪念馆/上海邮政博物馆
432,12-2月,3-5天,1000-5000,朋友,上海/杭州/东方明珠/外滩/南京/复旦大学/人民广场/豫园/上海老街/新天地/田子坊/上海交通大学/雨花台/中华门/夫子庙/总统府/蜜雪酒店/西湖/灵隐寺/雷峰塔
433,9-11月,3-5天,1000以内,独行,上海/人民广场/新天地/人民公园/复兴公园/上海博物馆/东方明珠/上海科技馆/外滩/豫园/复旦大学/徐家汇天主教堂/外白渡桥/九曲桥
434,3-5月,9-14天,10000以上,独行,长沙火车站/长沙火宫殿/马王堆汉墓遗址/岳麓山/长沙西客运站/凤凰古城/凤凰古城/凤凰古城/张家界国家森林公园/张家界国家森林公园/襄阳古城/古隆中/洛阳/洛阳/祥符区/祥符区/祥符区/外滩/苏州太湖国家湿地公园/西塘风景区/嘉善火车站/上海
435,9-11月,6-8天,1000-5000,朋友,杭州/西湖/花港观鱼/雷峰塔/断桥残雪/胡雪岩故居/朱炳仁铜雕艺术博物馆/上海/外滩/豫园/南京路步行街/大观园/人民广场/田子坊/灵隐寺/钱塘江/关帝庙/乌镇
436,3-5月,6-8天,1000-5000,朋友,上海/西塘/杭州/外滩/曼哈顿/东方明珠/石皮弄/西湖
437,9-11月,6-8天,1000-5000,父母,西塘/苏州/上海/杭州/龙井问茶/六和塔/钱塘江/西湖/花港观鱼/苏堤/断桥残雪/白堤/平湖秋月/西泠印社/曲院风荷/南屏晚钟/柳浪闻莺/三潭印月/双峰插云/观前街/拙政园/耦园/寒山寺/外滩/东方明珠/小桥流水人家/烟雨长廊/送子来凤桥/虎丘/虎跑公园/灵隐寺/环秀桥/永宁桥
438,6-8月,1-2天,1000以内,情侣/夫妻,古琦园
439,12-2月,1-2天,1000以内,独行,嘉定区/州桥老街
440,6-8月,1-2天,1000以内,朋友,浅草居酒屋（弘基店）
441,9-11月,1-2天,1000以内,独行,北京西路
442,3-5月,6-8天,5000-10000,父母,小桥流水人家/杭州/西湖/南浔/西塘/乌镇/云栖竹径/九溪烟树/钱塘江/五云山/白堤/苏堤/杨公堤/雷峰塔/保俶塔/钱王祠/三潭印月/中山公园/断桥残雪/平湖秋月/长桥/南宋御街/上海/东栅/西栅/张静江故居/云水谣客栈/南浔古镇/彼岸阳光主题客栈/烟雨长廊/老城隍庙/南京路步行街/外滩/上海环球金融中心
443,6-8月,1-2天,1000以内,独行,上海
444,6-8月,1-2天,1000以内,朋友,古北湾大酒店
445,3-5月,1-2天,1000以内,独行,外滩/上海/东方明珠/上海环球金融中心/苏州河/外白渡桥
446,3-5月,1-2天,1000以内,独行,中国海湾风筝放飞场
447,3-5月,1-2天,1000-5000,独行,上海/中华艺术宫
448,其他,1-2天,1000以内,朋友,上海南京路步行街
449,6-8月,3-5天,1000-5000,父母,苏州/杭州/上海/苏州朗诗假日酒店/拙政园/山塘街/苏州园林博物馆/上服假日/外滩/东方明珠/清河假日酒店/西湖
450,3-5月,1-2天,1000以内,朋友,泰晤士小镇
451,其他,1-2天,1000以内,朋友,青浦填天必成
452,3-5月,1-2天,1000以内,朋友,上海/静安寺
453,其他,9-14天,5000-10000,朋友,上海浦东国际机场/泉儿头杂碎(八一路店)/塔尔寺/倒淌河/青海湖/青海湖二郎剑景区/青海湖/茶卡盐湖/青海湖/二郎剑旅游购物区/马步芳公馆/祁连山/甘肃/张掖/马蹄寺/康乐草原/张掖丹霞国家地质公园/长城第一墩/富强市场烧烤小吃城/老桥头牛肉面/嘉峪关关城/悬壁长城/敦煌夜市/敦煌鸣沙山月牙泉一日游【沙漠欢乐露营、篝火晚会、烧.../鸣沙山月牙泉/雅丹地质公园/汉长城/玉门关/莫高窟/敦煌商业步行街/【尊享服务】敦煌火车站—市区单程专车服务/马子禄牛肉面/黄河源头第一桥/甘肃
454,9-11月,1-2天,1000以内,独行,崇明规划馆/西沙湿地公园
455,12-2月,9-14天,10000以上,情侣/夫妻,希腊/迪拜/上海/雅典/圣托里尼/雅典卫城/圣托里尼岛/Kamari/蓝顶教堂/Pyrgos/费拉小镇/帕特农神庙/华美达/帆船酒店/欢乐谷/帆船酒店/迪拜塔
456,6-8月,1-2天,1000以内,独行,上海/中华艺术宫/苏州河/外滩
457,3-5月,1-2天,5000-10000,朋友,序言/上海博物馆/文海餐厅/上海海湾国家森林公园/梅园/垂龙湾/唐梅厅/探香湖/探香桥/胭脂驿道/春归岭/楚梅阁
